,created_at,tweets,mentioned_company
674,Tue Feb 19 02:53:59 +0000 2019,"“the biggest abuse of { POWER } and corruption scandal in our history, and it’s much worse than we thought. andrew mccabe (fbi) admitted to plotting a coup (government overthrow) when he was serving in the fbi, before he was fired for lying &amp; leaking.” @seanhannity @foxnews  treason!","American Electric Power, "
678,Mon Feb 18 22:26:51 +0000 2019,"we are here to proclaim that a new day is coming in latin america. in venezuela and across the { WESTERN } hemisphere, socialism is dying - and liberty, prosperity, and democracy are being reborn...https://t.co/hpl5w48pmg","Western Digital, Western Union Co, "
690,Sun Feb 17 23:45:13 +0000 2019,"the mueller investigation is totally conflicted, illegal and rigged! should never have been allowed to begin, except for the collusion and many crimes committed by the democrats. witch hunt!","J. B. Hunt Transport Services, "
697,Sun Feb 17 12:24:40 +0000 2019,democrats in the senate are still slow walking hundreds of highly qualified people wanting to come into government. never been such an abuse in our country’s history. mitch should not let senate go { HOME } until all are approved. we need our ambassadors and all others now!,"Fortune Brands Home & Security, Home Depot, "
710,Fri Feb 15 23:11:15 +0000 2019,"great job by law enforcement in aurora, illinois. heartfelt condolences to all of the victims and their families. america is with you!","Illinois Tool Works, "
713,Fri Feb 15 03:16:23 +0000 2019,“trying to use the 25th amendment to try and circumvent the election is a despicable act of unconstitutional { POWER } grabbing...which happens in { THIRD } world countries. you have to obey the law. this is an attack on our system &amp; constitution.” alan dershowitz. @tuckercarlson,"American Electric Power, Fifth Third Bancorp, "
720,Thu Feb 14 14:39:50 +0000 2019,disgraced fbi acting director andrew mccabe pretends to be a “poor little angel” when in fact he was a big part of the crooked hillary scandal &amp; the russia hoax - a puppet for leakin’ { JAMES } comey. i.g. report on mccabe was devastating. part of “insurance policy” in case i won....,"Raymond James Financial Inc., "
721,Thu Feb 14 01:29:43 +0000 2019,california has been forced to cancel the massive bullet train project after having spent and wasted many billions of dollars. they owe the federal government three and a { HALF } billion dollars. we want that money back now. whole project is a “green” disaster!,"Robert Half International, "
727,Wed Feb 13 15:01:31 +0000 2019,"the gallup poll just announced that 69% of our great { CITIZENS } expect their finances to improve next year, a 16 year high. nice!","Citizens Financial Group, "
742,Mon Feb 11 22:03:25 +0000 2019,"coal is an important part of our electricity generation mix and @tvanews should give serious consideration to all factors before voting to close viable { POWER } plants, like paradise #3 in kentucky!","American Electric Power, "
755,Sun Feb 10 22:04:48 +0000 2019,"well, it happened again. amy klobuchar announced that she is running for president, talking proudly of fighting { GLOBAL } warming while standing in a virtual { BLIZZARD } of snow, ice and freezing temperatures. bad timing. by the end of her speech she looked like a snowman(woman)!","Activision Blizzard, Cboe Global Markets, Global Payments Inc., "
781,Fri Feb 08 20:15:20 +0000 2019,"i was a big fan of frank robinson, both as a great player and man. he was the first african american manager in baseball and was highly respected at everything he did. he will he missed!","C. H. Robinson Worldwide, "
787,Fri Feb 08 12:23:29 +0000 2019,"not only did senator burr’s committee find no collusion by the trump campaign and russia, it’s important because they interviewed 200 witnesses and 300,000 pages of documents, &amp; the committee has direct access to intelligence { INFORMATION } that’s classified. @greggjarrett","Fidelity National Information Services, "
791,Thu Feb 07 23:43:37 +0000 2019,"today, it was my great honor to sign a presidential memorandum launching the women’s { GLOBAL } development and prosperity initiative. #wgdp 
read more: https://t.co/qr3jevdayp https://t.co/hyippm4q7b","Cboe Global Markets, Global Payments Inc., "
794,Thu Feb 07 12:35:05 +0000 2019,"democrats at the top are killing the great state of virginia. if the three failing pols were republicans, far stronger action would be taken. virginia will come back { HOME } republican) in 2020!","Fortune Brands Home & Security, Home Depot, "
795,Thu Feb 07 11:26:48 +0000 2019,"....the dems and their committees are going “nuts.” the republicans never did this to president obama, there would be no time left to run government. i hear other committee heads will do the same thing. even stealing people who work at white house! a continuation of witch hunt!","J. B. Hunt Transport Services, "
803,Tue Feb 05 15:29:52 +0000 2019,"i see schumer is already criticizing my state of the union speech, even though he hasn’t seen it yet. he’s just upset that he didn’t win the senate, after spending a fortune, like he thought he would. too bad we weren’t given more credit for the senate win by the media!","Fortune Brands Home & Security, "
808,Sun Feb 03 21:14:39 +0000 2019,"everyone is asking how tiger played yesterday. the answer is great! he was long, straight &amp; putted fantastically well. he shot a 64. tiger is back &amp; will be winning majors again! not surprisingly, { JACK } also played really well. his putting is amazing! { JACK } &amp; tiger like each other.","Jack Henry & Associates Inc, "
809,Sun Feb 03 04:37:02 +0000 2019,i will be interviewed sunday morning on @facethenation and prior to the super bowl on @cbs at 3:30 p.m. enjoy!,"CBS Corp., "
810,Sun Feb 03 01:01:12 +0000 2019,"ed gillespie, who ran for governor of the great state of virginia against { RALPH } northam, must now be thinking malpractice and dereliction of duty with regard to his opposition { RESEARCH } staff. if they find that terrible picture before the election, he wins by 20 points!","Lam Research, Polo Ralph Lauren Corp., "
811,Sun Feb 03 00:39:31 +0000 2019,"democrat governor { RALPH } northam of virginia just stated, “i believe that i am not either of the people in that photo.” this was 24 hours after apologizing for appearing in the picture and after making the most horrible statement on “super” late term abortion. unforgivable!","Polo Ralph Lauren Corp., "
818,Fri Feb 01 14:16:32 +0000 2019,"best january for the { DOW } in over 30 years. we have, by far, the strongest economy in the world!","Dow Inc., "
819,Fri Feb 01 13:35:16 +0000 2019,"....after 18 long years. syria was loaded with isis until i came along. we will soon have destroyed 100% of the caliphate, but will be watching them closely. it is now time to start coming { HOME } and, after many years, spending our money wisely. certain people must get smart!","Fortune Brands Home & Security, Home Depot, "
821,Fri Feb 01 04:26:43 +0000 2019,this witch { HUNT } must end! https://t.co/3og7h4uuw2,"J. B. Hunt Transport Services, "
823,Fri Feb 01 03:03:56 +0000 2019,"just out: the big deal, very mysterious don jr telephone calls, after the innocent trump { TOWER } meeting, that the media &amp; dems said were made to his father (me), were just conclusively found not to be made to me. they were made to friends &amp; business { ASSOCIATES } of don. really sad!","American Tower Corp., Jack Henry & Associates Inc, "
826,Thu Jan 31 21:40:01 +0000 2019,"just concluded a great meeting with my { INTEL } team in the oval office who told me that what they said on tuesday at the senate hearing was mischaracterized by the media - and we are very much in agreement on iran, isis, north korea, etc. their testimony was distorted press.... https://t.co/zl5aqbmpjf","Intel Corp., "
830,Thu Jan 31 14:56:15 +0000 2019,"looking for china to open their markets not only to financial services, which they are now doing, but also to our manufacturing, farmers and other u.s. businesses and industries. without this a deal would be unacceptable!","CF Industries Holdings Inc, Huntington Ingalls Industries, Mohawk Industries, PPG Industries, "
841,Thu Jan 31 12:04:57 +0000 2019,"so great to watch &amp; listen to all these people who write books &amp; talk about my presidential campaign and so many others things related to winning, and how i should be doing “it.” as i take it all in, i then sit back, look around, &amp; say “gee, i’m in the white house, &amp; they’re not!","Everest Re Group Ltd., "
844,Wed Jan 30 21:54:12 +0000 2019,"dow just broke 25,000. tremendous news!","Dow Inc., "
856,Tue Jan 29 02:28:49 +0000 2019,"in the beautiful midwest, windchill temperatures are reaching minus 60 degrees, the coldest ever recorded. in coming days, expected to get even colder. people can’t last outside even for minutes. what the hell is going on with { GLOBAL } waming? please come back fast, we need you!","Cboe Global Markets, Global Payments Inc., "
858,Mon Jan 28 13:41:52 +0000 2019,"howard schultz doesn’t have the “guts” to run for president! watched him on @60minutes last night and i agree with him that he is not the “smartest person.” besides, america already has that! i only hope that { STARBUCKS } is still paying me their rent in trump tower!","American Tower Corp., Starbucks Corp., "
867,Sun Jan 27 15:28:22 +0000 2019,"rt @kenpaxtontx: voter fraud alert: the @txsecofstate discovered approx 95,000 individuals identified by dps as non-u.s. { CITIZENS } have a ma…","Citizens Financial Group, "
872,Sun Jan 27 13:22:19 +0000 2019,"58,000 non-citizens voted in texas, with 95,000 non-citizens registered to vote. these numbers are just the tip of the iceberg. all over the country, especially in california, voter fraud is rampant. must be stopped. strong voter id! @foxandfriends","Citizens Financial Group, "
